nombre_cliente,Folio,capital,porcentaje,tipo_contrato,completado,fecha,nombre_ejecutivo
Finn Cartmale,42-799-3207,1500,13,reestructutacion,1,12/24/2020,Noa
Roma Yeoland,74-246-8087,4500,40,renovacion,1,2/20/2022,Monserrat
Karrie Tolerton,56-594-3929,2000,40,nuevo,1,3/14/2022,Rafael
Keriann Elkington,00-758-9640,2500,13,renovacion,1,6/20/2021,Dulce
Jewell Tommasi,63-618-8123,5500,60,renovacion,,9/29/2020,Alvaro
Gabriel Absolon,60-295-4596,1000,40,nuevo,1,4/24/2021,Ángel
Nance Dunphy,37-123-7978,4500,13,reestructutacion,1,11/27/2019,Natali
Bebe McIntosh,70-830-8732,3000,40,reestructutacion,1,10/6/2020,Miguel
Rubina Pimlock,55-733-6179,1500,13,renovacion,1,10/3/2019,Monserrat
Tremain Lauder,92-059-9785,1000,40,reestructutacion,1,12/12/2020,Jose
Katine Ellington,50-793-7517,2000,27,nuevo,1,2/20/2020,Rafael
Natalina Mease,16-907-4752,3500,40,reestructutacion,1,4/14/2022,Monica
Enos Brickett,71-670-8558,1500,27,nuevo,1,1/4/2021,Daniel
Thalia Edelston,90-544-7445,2500,40,reestructutacion,,2/28/2021,Francisco
Greggory Burns,71-684-7110,2500,27,renovacion,1,7/21/2020,Juan
Zola Larmett,86-016-4380,3000,27,renovacion,1,8/24/2020,Perla
Magdalena Ivakhno,97-294-1639,3500,40,reestructutacion,1,9/1/2019,Natali
Doretta Bryden,31-937-5277,4500,13,reestructutacion,,2/18/2022,Dulce
Ileane Spottswood,41-501-8302,3500,40,renovacion,,5/7/2021,Saul
Gregor Licence,45-557-5174,2500,27,renovacion,1,8/28/2019,Aketzali
Peyter Fishbourn,55-090-7403,3500,27,reestructutacion,1,10/13/2021,Ismael
Randell Headings,79-195-1783,5000,40,nuevo,,2/25/2022,Miguel
Vanda Klimt,90-141-1753,1500,40,renovacion,1,5/12/2021,Rosa
Sargent Boreland,63-573-3387,6000,40,nuevo,1,2/20/2022,Noa
Arvin Kubalek,08-344-9598,3000,27,nuevo,1,4/3/2021,Felipe
Natal Gravenall,73-665-6699,4500,60,nuevo,1,2/6/2021,Jorge
Gisela Verlander,88-644-5028,2000,60,nuevo,1,11/26/2020,Daniel
Kennan Warricker,90-156-4203,5500,27,reestructutacion,,7/29/2021,Jorge
Grady Abernethy,94-983-2911,4000,60,renovacion,1,12/29/2020,Luis
Judas Duester,50-120-2564,1000,13,nuevo,1,10/10/2021,Blas
Maximilian Islep,00-770-7426,2500,13,nuevo,1,11/23/2021,Fabiola
Enoch Newbigging,28-071-2656,2000,40,renovacion,1,7/22/2019,Luis
Bethanne Wallas,49-777-0017,3000,60,renovacion,1,7/25/2019,Belen
Garret Berndtsson,98-895-6138,5000,40,reestructutacion,1,3/26/2022,Aketzali
Phil Netley,75-748-3770,2000,40,reestructutacion,1,6/23/2019,Perla
Davidde Blakemore,82-815-3889,3500,13,nuevo,,1/11/2022,Rafael
Ramon Oehm,82-052-4077,4000,60,renovacion,1,11/13/2019,Fabiola
Creigh Durman,72-628-0974,5500,27,reestructutacion,1,11/12/2020,Juan
Amery Daine,98-234-9279,5000,40,reestructutacion,1,11/19/2020,Jorge
Phillie Denkin,55-382-6255,1000,27,renovacion,1,5/5/2021,Daniel
Georgina Hallgath,93-843-2387,6000,60,reestructutacion,1,10/2/2019,Francisco
Andie Tatlowe,37-560-9435,4500,13,nuevo,1,9/28/2019,Perla
Inglis D'Alesio,44-600-1253,6000,60,nuevo,1,3/7/2022,Mitchel
Valaree Bulle,49-093-2336,2500,60,reestructutacion,1,10/4/2021,Jorge
Felice Sabati,13-923-7838,5500,27,reestructutacion,,3/19/2020,Jorge
Mohammed Hallitt,04-025-7299,3500,40,reestructutacion,1,8/17/2019,Noa
Kameko Essex,67-941-7698,5500,40,nuevo,1,9/16/2020,Perla
Danyette Magnar,16-427-6620,1500,13,renovacion,1,11/8/2020,Grisel
Lusa Andrewartha,15-392-8127,3000,13,renovacion,1,12/6/2019,Francisco
Othelia Gyorgy,21-680-6182,3500,13,nuevo,,4/5/2022,Ismael
Lonni Fowles,66-645-4161,1000,13,reestructutacion,1,4/6/2020,Belen
Siusan Targe,58-463-7516,2000,40,renovacion,1,8/30/2020,Anthony
Anthe Worts,90-529-7669,5500,27,renovacion,1,1/10/2020,Fabiola
Ceil Graser,72-538-7897,3000,40,nuevo,1,1/15/2020,
Nadiya Castagnasso,47-867-7621,6000,40,renovacion,,3/9/2021,Rosa
Mahmoud Bradford,52-016-4174,6000,27,reestructutacion,1,6/23/2021,Miguel
Hamil Rentoul,59-657-9942,5000,60,nuevo,1,9/26/2021,Daniel
Roderic Cattle,30-748-1993,5000,13,nuevo,1,10/15/2020,Monica
Dari Rosendale,36-720-6698,3500,40,reestructutacion,1,2/28/2020,Ángel
Prissie Covelle,98-588-9000,5500,60,renovacion,1,2/26/2020,Jorge
Malissia Mongin,15-884-4978,5000,60,renovacion,,6/15/2021,Alvaro
Freeman Meryett,95-108-8092,2500,13,reestructutacion,1,1/26/2020,Heber
Konrad Jesteco,57-388-5156,4500,40,reestructutacion,1,10/19/2020,Perla
Ulrick Raeburn,80-467-2189,6000,40,renovacion,1,11/2/2021,Miguel
Gaven Giacomello,89-883-9727,4000,40,renovacion,1,12/12/2019,Blas
Fiona Bartunek,52-280-0899,3000,60,reestructutacion,1,7/24/2021,Noa
Buffy Hellicar,59-912-6698,4500,27,renovacion,1,5/10/2020,Francisco
Nathaniel Harner,74-136-2151,6000,40,reestructutacion,,3/18/2021,Perla
Cristian Woodrough,35-667-5972,2000,13,nuevo,,6/29/2020,Cristobal
Dotti Happel,71-925-8909,6000,60,reestructutacion,1,10/28/2021,Grisel
Lorettalorna Monery,08-960-8205,2000,60,renovacion,1,4/27/2021,Francisco
Orelee Blacket,83-679-8703,5000,60,reestructutacion,1,8/10/2019,Heber
Oliver MacQuaker,63-616-3697,6000,27,reestructutacion,1,4/8/2022,Blas
Raeann Suddell,02-067-4324,1000,40,renovacion,,12/26/2020,Belen
Marin Cagan,97-402-9209,2000,60,renovacion,1,7/13/2021,Fabiola
Kinny Shepstone,05-970-5584,1000,40,renovacion,,12/30/2020,Jorge
Waylen Djakovic,70-152-5538,5500,60,renovacion,1,4/1/2021,Monica
Leyla Ratke,23-991-0971,6000,60,nuevo,,6/21/2019,Rosa
Elyssa MacElane,26-061-2176,6000,60,nuevo,1,11/9/2019,Perla
Blair Slocom,62-300-4196,3500,60,renovacion,1,7/28/2019,Jose
Donnajean Astling,79-883-5676,1500,60,renovacion,,1/16/2020,Miguel
Dayle Lembcke,73-196-3901,3000,13,nuevo,,4/21/2021,Sandra
Jayme Bodd,81-328-2774,2500,60,reestructutacion,1,2/22/2022,Natali
Drucie Abrahmer,05-432-5699,6000,27,renovacion,1,10/9/2020,Fanny
Harrison Rout,04-200-6712,6000,27,nuevo,1,12/16/2020,Monica
Carl Brandsma,55-470-5487,2500,60,renovacion,1,2/16/2022,Heber
Lotta Towson,82-104-3938,2000,27,renovacion,,3/12/2020,Jorge
Alis Cund,52-766-8672,5500,60,reestructutacion,1,12/24/2020,Grisel
Thoma Minton,81-813-8682,3000,40,reestructutacion,,5/3/2020,Mitchel
Tiebold Mogenot,46-404-4695,5000,27,nuevo,1,4/25/2019,Jorge
Richard Elliss,31-867-9145,3000,40,reestructutacion,1,1/2/2021,Sandra
Davey Jeffcoate,96-673-3083,4000,40,nuevo,,3/15/2020,Alvaro
Leanora Clemmensen,73-254-8322,5000,27,nuevo,1,7/18/2019,Natali
Annecorinne Beaford,58-316-9795,5500,60,renovacion,1,2/27/2020,Ángel
Igor Adney,16-918-0663,1500,60,reestructutacion,1,10/29/2020,Blas
Waylin Fitzsymon,44-211-0217,5000,40,nuevo,,2/27/2022,Miguel
Bette Coveley,49-251-7856,4000,60,reestructutacion,1,10/2/2021,Blas
Tuck Fullerd,92-123-6111,5000,60,renovacion,1,8/7/2019,Aketzali
Jarad Bissex,24-713-4678,4500,27,renovacion,1,7/1/2020,Jose
Niki Dobie,07-669-0971,3000,27,renovacion,1,9/9/2019,Rafael
Rois Baversor,71-482-4820,1000,27,nuevo,1,7/24/2021,Daniel
Ramona Atmore,24-654-9163,5500,13,nuevo,,1/21/2022,Ismael
Nev Carlone,67-762-4163,3500,27,nuevo,,2/26/2020,Ángel
Querida Wheelton,60-081-5288,5500,27,renovacion,1,12/11/2020,Sandra
Lucius Biermatowicz,74-195-3978,4500,13,nuevo,1,4/26/2021,Sandra
Luciano Valenti,97-050-8710,6000,40,renovacion,1,6/15/2021,Horacio
Dwain Rosborough,07-057-9745,2000,40,reestructutacion,,10/2/2021,Aketzali
Mareah Keme,00-576-9895,3500,60,nuevo,,2/25/2020,Jorge
Kary Hundal,11-866-8704,5500,60,nuevo,1,5/18/2021,Ángel
Nannette Fissenden,43-010-5319,2500,27,renovacion,1,4/3/2021,Jose
Brianna Howlings,40-343-6189,5000,27,reestructutacion,1,8/3/2019,Sandra
Stephanie Comelli,47-474-7915,3500,40,nuevo,,7/23/2021,Fanny
Henriette Yakubovich,43-183-4947,3000,60,nuevo,1,4/6/2020,Dulce
Antonius Lardge,10-145-5972,1000,40,reestructutacion,1,2/19/2020,Alvaro
Brennen Menault,53-757-3576,5000,60,reestructutacion,1,10/1/2021,Heber
Taddeusz Barthelmes,51-753-5108,3000,13,nuevo,1,4/18/2019,Jorge
Christy Boliver,99-655-8654,1000,13,renovacion,,10/5/2020,Sandra
Ajay Kermitt,57-319-2489,1000,40,nuevo,1,5/7/2019,Perla
Samantha Stolting,33-150-6707,2000,60,nuevo,1,10/30/2019,Luis
Daveen Ketch,63-546-5592,6000,40,reestructutacion,1,7/23/2019,Rosa
Duff Blackadder,64-030-5564,2000,27,renovacion,,5/15/2020,Miguel
Bartholomew Vitall,86-970-5452,1000,60,nuevo,1,4/27/2020,Francisco
Deidre Willock,06-694-5997,6000,60,renovacion,,6/15/2021,
Janel Fidian,56-451-7786,4000,40,reestructutacion,,1/10/2021,Ángel
Debee Handscombe,79-683-0271,3500,60,reestructutacion,1,5/14/2021,Monica
Deane Wrates,16-548-2445,6000,40,reestructutacion,1,10/20/2019,Horacio
Tracey Casillis,43-498-7304,5500,60,nuevo,1,10/14/2021,Saul
Kellyann Eddison,69-450-1725,5000,40,reestructutacion,1,5/15/2021,Alvaro
Kendrick Jiracek,73-431-9059,3000,13,reestructutacion,1,12/7/2021,Sandra
Kandace Shapera,90-416-7273,4500,60,reestructutacion,1,7/23/2019,Rafael
Micky Durrans,89-819-2132,3000,60,reestructutacion,1,5/13/2020,Rafael
Alison Domenicone,56-260-2458,6000,60,renovacion,1,2/17/2022,Noa
Emelia Beniesh,36-052-2584,5500,60,renovacion,,10/2/2019,Sandra
Skell Portal,51-076-3345,1500,60,nuevo,1,5/10/2019,Sandra
Bellanca Simony,74-487-3326,4500,60,renovacion,,7/12/2021,Sandra
Jessica Knowler,00-345-3285,4500,60,reestructutacion,1,2/9/2021,Fabiola
Dyan Gration,68-054-3881,4500,27,renovacion,1,4/25/2021,Rafael
Tracy Dreini,12-821-1070,5000,13,renovacion,1,6/28/2019,Horacio
Bunny Norkutt,63-245-9420,4000,27,renovacion,1,6/6/2020,Belen
Estell Murricanes,78-914-2525,4000,40,nuevo,1,5/28/2021,Blas
Horatius Formoy,39-142-0521,2500,40,renovacion,1,2/23/2020,Efraín
Gonzalo Thirtle,57-028-7973,2500,40,reestructutacion,,11/18/2019,Heber
Renae Catanheira,03-881-8806,1000,13,reestructutacion,,5/22/2021,Blas
Helenka Walcot,73-786-7357,2500,60,reestructutacion,1,9/28/2019,Aketzali
Lyon Swane,68-111-9440,6000,60,renovacion,,3/12/2020,Fabiola
Sawyere Skamell,11-391-7726,3000,40,nuevo,1,10/3/2021,Efraín
Xenia Kinnen,72-156-2100,4500,27,nuevo,1,12/5/2020,Miguel
Vanya Jephcote,85-296-6963,3500,60,reestructutacion,1,3/15/2022,Saul
Matti Rushsorth,72-919-3913,6000,27,renovacion,1,7/30/2020,Jorge
Lindsy Mazella,48-951-9310,2000,27,nuevo,1,12/3/2020,Fanny
Heida Leatham,10-621-8151,4500,13,renovacion,1,11/6/2020,Anthony
Shaun MacPaik,92-457-6201,2000,40,reestructutacion,1,9/1/2020,Daniel
Gayle Cortese,87-047-3698,1500,60,reestructutacion,,7/8/2020,Fabiola
Arleyne Domotor,23-736-0464,3500,40,nuevo,1,2/18/2022,Grisel
Casper Reichardt,98-874-2230,5000,40,reestructutacion,1,2/13/2021,Saul
Sidoney Wardroper,22-699-4444,5500,13,renovacion,1,9/20/2019,Rosa
Fax Mahedy,65-643-9880,3000,60,nuevo,1,12/3/2019,Rosa
Mack Diggons,25-348-5996,4500,27,reestructutacion,,7/6/2020,Natali
Arlene Mandifield,75-800-7618,3500,60,renovacion,,6/4/2021,Monserrat
Sandy Camilli,94-051-0349,3000,40,renovacion,1,9/5/2021,Jorge
Delmar Hercock,15-693-5915,3000,13,renovacion,1,10/22/2021,Dulce
Lauretta Fritschmann,72-492-9482,3500,27,renovacion,1,9/11/2020,Anthony
Starlin Braidwood,90-263-2087,5500,60,renovacion,1,1/14/2021,Noa
Trumaine Kerswill,44-013-5208,6000,60,nuevo,,7/25/2019,Monica
Adams Moncrieffe,75-556-6850,3000,40,nuevo,1,9/29/2019,Jose
Chrissie Keeri,12-734-2984,3000,13,renovacion,1,1/24/2022,Ismael
Pauly Schimon,43-787-1122,2000,27,nuevo,,9/5/2019,Noa
Robena Dartnall,24-963-2653,3000,13,reestructutacion,1,6/17/2020,Natali
Kory Oldman,73-722-6119,3500,27,renovacion,1,10/23/2021,Rafael
Cornelia Worsell,45-341-3244,5000,27,nuevo,1,11/1/2019,Fanny
Allis Colvie,21-983-6617,5000,27,renovacion,1,3/27/2020,Dulce
Johnathon MacAlaster,65-840-5796,3000,13,nuevo,,9/7/2019,Juan
Sheff Stapleton,49-166-3539,5500,60,reestructutacion,1,6/22/2019,Aketzali
Jeremias Maylin,14-845-2199,6000,13,renovacion,1,4/28/2021,Alvaro
Meredeth Tungay,65-805-0658,1000,60,reestructutacion,,12/14/2021,Anthony
Steffen Briscoe,15-492-5582,5500,40,renovacion,1,11/12/2020,
Lizabeth Pesak,08-952-9170,5000,40,renovacion,1,6/26/2021,Fabiola
Eben Wandrey,74-299-6896,4000,27,renovacion,,8/22/2020,Monserrat
Gertruda Hallewell,74-151-1973,1500,60,reestructutacion,1,7/16/2020,Saul
Loy Bowller,44-545-8134,4500,27,reestructutacion,1,6/20/2019,Fabiola
Sinclare Dabnor,96-962-1802,1000,27,reestructutacion,1,11/10/2019,Fanny
Collete Hebble,68-687-5217,1500,60,nuevo,,6/2/2021,Efraín
Hadley Banbrook,77-220-4457,5500,60,renovacion,1,11/18/2019,Belen
Kathryne Neary,29-426-2691,2500,40,renovacion,1,7/15/2019,Jose
Rance Spinas,10-726-9989,5000,40,reestructutacion,1,5/12/2019,Fabiola
Fredrika Harler,34-625-0344,5500,40,nuevo,1,11/1/2020,Fabiola
Tedmund Tibalt,40-728-4062,3500,13,renovacion,1,7/4/2020,Blas
Frederigo Simmonds,05-334-0301,1000,27,nuevo,,10/27/2021,Fabiola
Trescha Willatt,73-310-2132,2000,40,renovacion,1,7/25/2020,Rosa
Odille Dalyiel,56-051-2850,6000,40,renovacion,1,5/4/2019,Saul
Tyson Wimlet,50-601-2645,6000,60,nuevo,1,4/13/2021,Rosa
Didi Yann,35-907-0062,2500,27,reestructutacion,,7/14/2020,Rosa
Aloysia Rickardsson,42-941-7390,6000,13,nuevo,1,4/8/2020,Ismael
Bridie Garrity,27-699-8431,1000,60,nuevo,,12/7/2019,Alvaro
Cloris Weighell,99-724-8339,1500,40,renovacion,1,5/20/2021,Noa
Pavlov Shills,36-505-4349,4500,27,nuevo,,1/16/2021,Dulce
Thelma Watchorn,28-191-8049,3000,13,nuevo,1,11/26/2020,Monserrat
Reamonn Keave,55-223-8160,5000,27,nuevo,1,6/17/2021,Fanny
Shelley Statefield,67-004-2212,1000,13,reestructutacion,1,12/1/2019,Luis
Olympe McFadin,17-482-2372,1500,40,reestructutacion,1,9/14/2020,Ángel
Idaline Thomelin,55-504-8498,4500,40,reestructutacion,,3/6/2021,Miguel
Sherie McGeoch,76-551-1581,5500,27,nuevo,1,5/3/2021,Natali
Bram Kewzick,70-667-9914,1500,27,nuevo,,2/20/2020,Luis
Janey Stovell,77-335-5930,3500,40,renovacion,1,3/31/2022,Francisco
Koressa Bladen,87-017-4351,2500,13,reestructutacion,1,12/21/2019,Alvaro
Rosco Swaisland,40-901-7256,3000,40,nuevo,,2/13/2021,Luis
Meghann Foystone,11-471-8110,4500,60,renovacion,1,7/28/2021,Belen
Shepard Dionsetto,04-389-6566,4500,27,renovacion,1,11/20/2020,Noa
Elden Divina,88-938-4265,2000,60,nuevo,,5/26/2020,Jose
Bruce Bebbington,75-525-3255,4000,40,nuevo,1,12/8/2019,Luis
Jobey Skittrell,14-612-1270,2000,40,reestructutacion,1,3/16/2020,Natali
Bord Turton,17-039-0806,4500,60,reestructutacion,1,11/21/2021,Jorge
Dinny Balwin,79-829-5159,3000,13,nuevo,1,1/8/2020,Horacio
Vassili Tute,99-568-6844,5500,60,reestructutacion,1,9/11/2020,Saul
Jessi Youngman,61-116-9065,1500,40,reestructutacion,1,12/26/2021,Sandra
Lorita Huntriss,69-818-4200,2000,27,renovacion,,12/13/2019,Ángel
Rafi Duffie,96-160-2845,5500,60,renovacion,,5/19/2020,Fabiola
Charmain Dellenbrok,09-798-7415,3500,27,renovacion,1,9/24/2021,Perla
Matias Abreheart,27-225-1816,1000,27,renovacion,,12/26/2019,Blas
Lowrance Moncreiffe,11-932-7116,4500,40,reestructutacion,1,12/2/2019,Juan
Paige Bartul,04-797-7333,2500,13,reestructutacion,1,8/31/2019,Rosa
Mickie Merriott,90-155-0742,2500,27,nuevo,1,9/11/2021,Dulce
Gert Peizer,83-962-0529,1500,60,reestructutacion,,6/2/2020,Aketzali
Niccolo Struss,79-570-7394,4000,60,nuevo,1,12/27/2019,Cristobal
Rebekkah Keeping,46-008-9131,4000,27,nuevo,,6/23/2019,Jorge
Bret Hulstrom,06-883-1690,4000,27,nuevo,,5/29/2020,Blas
Francklyn Wieprecht,72-049-9553,1000,27,nuevo,1,10/17/2020,Miguel
Way Aleveque,09-082-1063,4000,60,nuevo,1,6/22/2021,Jorge
Blayne Gibling,19-543-2224,6000,27,reestructutacion,,8/10/2021,Rosa
Hi Ludlow,36-620-1661,3000,60,renovacion,1,5/16/2019,Horacio
Grace Clawson,37-623-1747,4000,13,renovacion,1,3/23/2022,Mitchel
Gillan Stutte,86-229-2198,5500,13,reestructutacion,1,10/25/2021,Aketzali
Claudia Moxstead,67-326-7052,4500,40,reestructutacion,1,9/14/2021,Fabiola
Gilda Tinan,02-262-5391,1000,27,nuevo,1,5/1/2021,Luis
Cassandra Jellman,67-140-5858,4000,13,renovacion,1,9/16/2020,Miguel
Greta Sudlow,33-133-8478,5500,40,renovacion,,7/28/2021,Juan
Wylie Cowdry,85-907-4565,4500,60,renovacion,1,6/19/2021,Natali
Taite Straine,57-100-3154,3000,40,renovacion,1,4/8/2021,Rosa
Alia Byllam,05-158-4521,3000,40,reestructutacion,1,3/23/2021,Efraín
Jenifer O'Lenechan,07-992-3109,1000,60,reestructutacion,1,8/14/2020,Fanny
Gardener Tumelty,57-763-8050,6000,60,renovacion,1,7/3/2019,Horacio
Cathyleen Willoughway,04-212-1632,4500,40,nuevo,1,10/28/2019,Saul
Laura Candlish,06-133-7483,1500,40,reestructutacion,,9/4/2020,Juan
Leila Doige,27-230-6309,6000,27,nuevo,1,5/15/2019,Grisel
Lavena Colliard,66-745-1374,1000,40,reestructutacion,1,8/16/2019,Horacio
Isis Cregan,80-766-3144,3000,60,renovacion,1,11/18/2021,Belen
Duane Josebury,46-831-8983,1000,13,reestructutacion,1,12/27/2020,Horacio
Aida Heindrich,16-747-1643,2000,60,nuevo,1,1/23/2022,Juan
Jdavie Parmiter,67-867-9140,3000,60,nuevo,1,5/31/2019,Jorge
Laverna Angrock,06-098-1134,4000,27,renovacion,,10/30/2020,Rafael
Niki Pistol,25-141-4541,1500,13,nuevo,1,9/2/2021,Ismael
Giff Ruegg,79-612-9328,2500,13,reestructutacion,1,5/30/2019,Grisel
Genna Andrivel,29-501-7255,5500,60,nuevo,1,6/16/2019,Heber
Amata Lyven,39-738-7097,6000,60,reestructutacion,1,6/15/2020,Jose
Nikola Wedmore,07-270-6977,5500,13,renovacion,,8/24/2021,Rosa
Bay Maidstone,67-913-1210,2000,27,nuevo,1,7/1/2020,Horacio
Madonna Castellan,48-829-3229,4000,13,reestructutacion,1,8/2/2021,
Jacqueline Ostridge,78-021-2702,4500,27,reestructutacion,1,4/18/2019,Cristobal
Alan Sutcliff,50-270-9699,4000,13,reestructutacion,1,4/23/2021,Fabiola
Cirstoforo Gaudon,21-093-0993,5000,27,reestructutacion,,5/30/2020,Monica
Torrance O'Corhane,76-233-2456,1000,13,nuevo,1,6/18/2021,Luis
Kellen Tamsett,10-165-8809,5500,40,nuevo,1,9/26/2019,Ismael
Marjie Richfield,92-391-3475,1500,60,renovacion,1,11/26/2019,Jose
Diannne Seery,32-356-2866,5000,40,nuevo,1,7/18/2020,Efraín
Salim Pashan,88-700-6134,2000,13,renovacion,,4/3/2022,Ismael
Janna Welden,75-523-1427,2500,13,reestructutacion,,1/17/2022,Horacio
Irvin Brazenor,64-802-6143,5500,27,nuevo,1,2/8/2020,Cristobal
Normy Barrus,18-634-3297,4000,40,renovacion,,7/8/2019,Francisco
Layla Packwood,98-451-7881,2000,40,nuevo,1,12/26/2021,Alvaro
Bertrand Hanalan,35-007-5097,1500,40,nuevo,1,7/13/2021,Juan
Terrance Hadlington,84-086-8687,6000,60,renovacion,1,8/16/2021,Felipe
Cassandry Bareford,41-797-6434,1000,40,renovacion,,3/16/2022,Natali
Prent Hannaby,71-992-2506,3500,13,renovacion,1,11/4/2019,Horacio
Max Veillard,19-144-4617,5500,27,renovacion,,7/28/2019,Dulce
Melitta Gannon,22-365-7613,1500,60,renovacion,,11/17/2020,Rafael
Grady Dunnaway,58-159-9443,1500,60,nuevo,1,3/23/2020,Ismael
Clerkclaude Heiton,18-501-7772,5500,60,reestructutacion,1,9/22/2019,Grisel
Nickie Ralling,64-091-6771,5500,60,reestructutacion,1,5/25/2020,Jorge
Darrick Breche,14-500-9403,3000,13,nuevo,1,9/11/2020,Luis
Vonnie Spurman,96-557-3174,1000,27,reestructutacion,1,1/1/2022,Cristobal
Beltran Carreyette,81-207-1690,3500,40,reestructutacion,1,2/17/2020,Perla
Bertina Kovelmann,27-836-8835,4000,13,renovacion,1,12/24/2020,Monserrat
Elli Lerohan,08-443-4082,2000,13,renovacion,1,9/14/2021,Sandra
Chuck Dyke,10-692-9946,4500,60,nuevo,,1/3/2020,Rafael
Rosemaria Stoaks,31-622-2132,3000,13,renovacion,1,10/22/2019,Cristobal
Glynis Lothean,63-704-9393,1000,13,renovacion,1,1/22/2022,Daniel
Lavina Boydell,16-194-9855,5500,27,renovacion,1,5/12/2021,Jose
Carny Gladstone,86-702-7514,1500,27,reestructutacion,1,2/9/2021,Dulce
Lily Waumsley,40-085-0307,2500,60,renovacion,1,4/5/2022,Luis
Con Horburgh,98-713-9800,6000,27,renovacion,1,11/5/2021,Efraín
Raimondo Diess,74-039-5442,3000,60,reestructutacion,1,7/2/2021,Fanny
Ardyce Dowbekin,07-077-3842,4500,60,reestructutacion,,7/22/2019,Monica
Kendricks Roan,93-631-0075,3500,40,renovacion,1,2/25/2021,Perla
Libbey Peinke,37-600-3578,2000,13,nuevo,1,8/13/2020,Grisel
Ezmeralda Hassur,37-766-2045,3500,60,renovacion,1,1/4/2021,Aketzali
Merna Goor,28-655-3509,5000,40,nuevo,,11/17/2021,Francisco
Abigael Lenney,29-622-2832,4500,60,nuevo,1,5/30/2020,Juan
Lindsey Redshaw,21-955-1254,6000,13,nuevo,,6/18/2020,Mitchel
Patsy Gant,13-996-2698,5000,13,nuevo,1,7/12/2020,Francisco
Hastie Ibbotson,37-846-7234,3500,40,reestructutacion,,11/22/2020,Felipe
Bay Augur,72-231-4398,2000,27,nuevo,1,12/21/2021,Saul
Tanitansy Le Batteur,50-049-7776,1500,27,reestructutacion,1,12/20/2021,Alvaro
Bernita Boughtflower,46-145-2032,2000,13,renovacion,1,4/22/2019,Anthony
Morena Decroix,07-537-4281,5000,13,nuevo,1,5/16/2020,Ismael
Dulce Colgan,00-065-2783,5000,60,renovacion,1,1/28/2021,Monica
Wilona Dyton,73-733-8141,2000,60,renovacion,1,7/21/2021,Juan
Giulio Yuill,49-879-9601,2500,27,reestructutacion,1,6/26/2019,Francisco
Darrel Coley,58-207-1001,5000,27,nuevo,1,12/5/2020,Fabiola
Mikael Nerne,69-174-4336,5500,40,renovacion,1,9/26/2021,Jorge
Celestia Woakes,89-717-6628,1000,40,renovacion,1,1/14/2021,Miguel
Ethelyn Kibbe,84-286-6230,1000,27,nuevo,,4/11/2022,Felipe
Dolores Abramin,95-647-7552,1000,60,nuevo,1,4/17/2021,
Forster Fernandes,01-427-8879,1000,40,renovacion,1,6/26/2020,Heber
Jojo Schulze,94-087-7835,4500,60,nuevo,1,11/8/2019,Heber
Laura Judson,18-578-7859,2500,27,reestructutacion,,7/1/2019,Daniel
Hilario Guttridge,25-761-6499,2500,27,nuevo,1,3/18/2021,Fanny
Remington Wand,32-520-8453,1500,27,reestructutacion,1,5/8/2021,Heber
Morganne Fernandes,92-332-1931,5000,13,reestructutacion,1,10/7/2021,Saul
Lester Logan,15-885-4860,3500,40,reestructutacion,1,6/21/2019,Alvaro
Dareen Petken,13-442-0534,4500,27,renovacion,1,3/18/2020,Jorge
Jodee St. Quintin,11-851-8691,4500,60,reestructutacion,1,11/25/2020,
Mariele Salomon,47-273-4884,2500,60,nuevo,1,8/29/2020,Sandra
Thea Childes,76-006-9784,1000,60,renovacion,1,4/17/2020,Natali
Kendell O'Dunneen,59-100-8172,5500,13,renovacion,1,6/6/2021,Fanny
Wald Poad,37-359-7951,5000,27,reestructutacion,,11/23/2019,Sandra
Gibb Mander,61-574-2324,5000,27,nuevo,1,6/3/2020,Aketzali
Adelice Guilloneau,97-956-8083,5000,40,renovacion,1,5/5/2021,Perla
Tory Morgen,14-055-6878,3500,40,renovacion,1,8/20/2020,Jorge
Patty Blas,76-710-8103,4000,40,nuevo,,4/13/2022,Ángel
Gannie McCreadie,75-718-1541,2000,27,nuevo,,6/26/2020,Blas
Mitch Blaxton,81-544-9113,4500,60,renovacion,1,5/3/2019,Efraín
Livy Galle,22-285-3526,5500,60,nuevo,,3/20/2020,Grisel
Annaliese Cocher,96-109-9884,1000,40,renovacion,,3/7/2020,Dulce
Ford Longbone,18-953-6162,2500,13,renovacion,1,10/21/2020,Grisel
Trey Hugo,90-541-7605,3000,60,nuevo,1,5/27/2020,Sandra
Erasmus Loffill,62-131-6189,4000,60,nuevo,1,10/25/2021,Rafael
Ulises Malmar,33-903-7811,2000,40,reestructutacion,1,8/15/2021,Luis
Hewe O'Leary,86-215-0882,3000,13,renovacion,1,5/26/2019,Alvaro
Christiane de Broke,19-595-3345,1500,27,reestructutacion,1,10/26/2021,Fanny
Cathryn Yearby,23-077-8258,3000,40,renovacion,1,6/16/2021,Daniel
Verla Sauter,95-618-6773,1500,40,nuevo,1,9/4/2019,Rosa
Jessa Gershom,39-993-7713,1000,13,nuevo,1,6/19/2021,Noa
Delora MacCahee,96-290-7735,5000,60,renovacion,1,11/19/2020,Sandra
Sandy Swann,97-384-8588,3500,40,reestructutacion,1,11/18/2019,Ángel
